State,District,Soil_Type,Season,Water_Availability,Previous_Crop,Land_Area_Acres,Temperature_C,Rainfall_mm,Recommended_Crop,Fertilizer_N,Fertilizer_P,Fertilizer_K
Tamil Nadu,Theni,Loam,Kharif,High,Rice,1,24.2,511,Rice,Low,High,Medium
Odisha,Angul,Red,Summer,Medium,Rice,4,35.8,82,Maize,High,Medium,Medium
Telangana,Medak,Loam,Rabi,Medium,None,2,19.0,58,Wheat,Medium,Medium,Low
Tamil Nadu,Theni,Sandy,Kharif,Medium,Soybean,3,24.0,295,Groundnut,Low,Medium,High
Maharashtra,Satara,Black,Rabi,Medium,Chilli,13,21.8,45,Onion,Medium,High,Medium
Andhra Pradesh,Visakhapatnam,Black,Summer,Medium,Bajra,2,34.0,101,Onion,Medium,High,Medium
Telangana,Medchal Malkajgiri,Black,Rabi,Medium,None,0,19.2,65,Onion,Low,High,Medium
Maharashtra,Dhule,Loam,Kharif,Medium,Cotton,2,28.9,509,Cotton,High,Medium,High
Tamil Nadu,Pudukkottai,Clay,Kharif,Medium,None,2,25.0,471,Turmeric,High,High,Low
Karnataka,Udupi,Clay,Kharif,Medium,Sugarcane,3,21.8,1945,Rice,Low,High,Medium
Odisha,Rayagada,Black,Summer,Low,Bajra,2,23.0,47,Onion,Medium,High,Medium
Telangana,Warangal Rural,Sandy,Rabi,High,None,1,21.4,53,Sunflower,Medium,Medium,Medium
Tamil Nadu,Virudhunagar,Red,Kharif,Low,Groundnut,4,25.5,235,Ragi,Low,Medium,Low
Andhra Pradesh,Visakhapatnam,Sandy,Summer,Low,Sunflower,0,27.3,128,Onion,Low,High,Medium
Maharashtra,Latur,Clay,Rabi,High,Bajra,4,23.2,31,Wheat,Medium,Medium,Low
Andhra Pradesh,Anakapalli,Sandy,Kharif,Medium,Chilli,4,32.3,1076,Groundnut,Low,Medium,Medium
Andhra Pradesh,Nellore,Sandy,Summer,Medium,Groundnut,4,30.5,126,Onion,Medium,Medium,Medium
Odisha,Bargarh,Clay,Kharif,Medium,Jowar,2,29.8,1486,Rice,Low,High,Medium
Maharashtra,Buldhana,Loam,Summer,Low,Jowar,1,32.9,39,Onion,Medium,High,Medium
Odisha,Sundargarh,Red,Rabi,Medium,Rice,2,21.7,73,Ragi,Low,Medium,Low
Telangana,Rangareddy,Sandy,Kharif,Low,None,3,27.7,353,Cotton,High,Medium,High
Tamil Nadu,Tiruvarur,Red,Kharif,Low,None,4,29.5,225,Ragi,Low,Medium,Low
Karnataka,Bellary,Red,Kharif,Medium,Rice,4,24.7,527,Ragi,Low,Medium,Low
Tamil Nadu,Thanjavur,Red,Kharif,Medium,Chilli,0,24.5,457,Cotton,High,Medium,High
Telangana,Medchal Malkajgiri,Black,Summer,Medium,Rice,2,35.8,63,Maize,High,Medium,Medium
Karnataka,Chitradurga,Loam,Summer,Medium,Soybean,1,31.5,100,Maize,High,Medium,Medium
Tamil Nadu,Dindigul,Clay,Rabi,High,Soybean,1,18.9,97,Turmeric,High,High,Medium
Telangana,Peddapalli,Red,Kharif,Low,Jowar,3,27.2,596,Cotton,High,Medium,Medium
Tamil Nadu,Tiruchirappalli,Loam,Kharif,High,Sugarcane,1,28.1,358,Banana,High,High,High
Telangana,Medchal Malkajgiri,Black,Kharif,Medium,Maize,4,28.4,847,Cotton,High,Medium,High
Maharashtra,Osmanabad,Sandy,Kharif,High,Maize,5,22.2,332,Sugarcane,High,High,High
Odisha,Balasore,Clay,Rabi,Medium,Maize,3,24.8,215,Wheat,Medium,Medium,Medium
Odisha,Mayurbhanj,Black,Kharif,Medium,Jowar,2,25.6,724,Cotton,High,Medium,High
Telangana,Warangal Urban,Loam,Rabi,Medium,Sunflower,3,24.5,60,Wheat,Medium,Medium,Low
Andhra Pradesh,Krishna,Clay,Kharif,Medium,Sugarcane,2,26.1,599,Rice,Low,Medium,Medium
Maharashtra,Akola,Sandy,Summer,Medium,Jowar,3,30.3,57,Onion,Medium,High,Medium
Karnataka,Hassan,Red,Kharif,Medium,Rice,9,23.5,785,Ragi,Low,Medium,Medium
Telangana,Medchal Malkajgiri,Loam,Kharif,Medium,Maize,4,31.2,804,Cotton,High,Medium,High
Tamil Nadu,Vellore,Clay,Kharif,Low,Jowar,6,32.0,343,Turmeric,High,High,Low
Odisha,Bargarh,Sandy,Rabi,High,None,1,21.8,71,Sunflower,Low,Medium,Medium
Maharashtra,Ratnagiri,Red,Kharif,Medium,Onion,1,24.6,2200,Cotton,Medium,Low,High
Telangana,Medak,Red,Rabi,Medium,Cotton,4,23.8,41,Ragi,Low,Medium,Low
Odisha,Gajapati,Black,Kharif,Low,Soybean,2,26.4,1666,Cotton,High,High,High
Maharashtra,Sangli,Red,Kharif,Medium,Soybean,1,25.1,540,Cotton,High,Medium,High
Tamil Nadu,Pudukkottai,Red,Summer,Low,Groundnut,1,29.0,78,Onion,Medium,High,Medium
Karnataka,Kolar,Loam,Rabi,High,Cotton,2,20.1,86,Wheat,Medium,Medium,Low
Karnataka,Chamarajanagar,Clay,Rabi,Medium,Soybean,1,23.3,81,Wheat,Low,Medium,Low
Odisha,Puri,Clay,Kharif,High,Cotton,6,28.4,1272,Rice,Low,High,Medium
Andhra Pradesh,Nellore,Clay,Rabi,Low,Rice,3,22.8,304,Wheat,High,Medium,Low
Maharashtra,Ratnagiri,Sandy,Kharif,Low,Groundnut,5,27.0,2200,Cotton,Medium,Medium,High
Telangana,Nizamabad,Black,Rabi,High,Onion,1,23.3,86,Jowar,Low,Medium,Low
Tamil Nadu,Kanyakumari,Black,Kharif,Low,Groundnut,1,29.2,453,Cotton,High,Medium,High
Maharashtra,Akola,Black,Kharif,Medium,None,4,24.6,372,Cotton,High,Medium,High
Karnataka,Mandya,Sandy,Rabi,High,Rice,5,23.0,162,Wheat,Medium,Medium,Low
Maharashtra,Osmanabad,Clay,Kharif,Medium,Maize,1,24.9,421,Cotton,High,Medium,High
Maharashtra,Nagpur,Black,Summer,High,Rice,2,38.4,19,Onion,Medium,High,Medium
Andhra Pradesh,Prakasam,Loam,Rabi,Low,None,4,27.5,177,Wheat,Medium,Medium,Low
Telangana,Jangaon,Red,Rabi,Medium,Chilli,0,20.1,60,Sunflower,Medium,Medium,Medium
Tamil Nadu,Salem,Sandy,Kharif,Medium,Jowar,2,25.1,403,Groundnut,Low,High,Medium
Tamil Nadu,Virudhunagar,Clay,Rabi,High,Sugarcane,0,25.1,266,Turmeric,High,High,Low
Telangana,Mulugu,Clay,Kharif,Low,Cotton,1,28.9,1085,Turmeric,High,High,Low
Tamil Nadu,Cuddalore,Black,Kharif,Medium,Cotton,3,26.9,600,Cotton,Medium,Medium,High
Telangana,Khammam,Black,Summer,Medium,Ragi,5,29.0,71,Onion,Medium,High,Medium
Karnataka,Belgaum,Sandy,Kharif,High,Rice,1,19.6,718,Sugarcane,High,Medium,High
Telangana,Warangal Urban,Sandy,Rabi,Medium,Maize,4,24.0,70,Sunflower,Medium,Medium,Medium
Maharashtra,Amravati,Clay,Rabi,Medium,Groundnut,2,22.1,36,Wheat,Medium,Medium,Low
Tamil Nadu,Nagapattinam,Loam,Kharif,High,None,3,30.7,597,Rice,Low,High,Medium
Odisha,Sonepur,Loam,Kharif,High,Sunflower,3,24.9,852,Rice,Low,High,Medium
Tamil Nadu,Thoothukudi,Sandy,Kharif,High,Rice,3,28.6,201,Rice,Low,High,Medium
Odisha,Ganjam,Clay,Rabi,Low,Soybean,3,21.7,79,Ragi,Low,Medium,Low
Telangana,Siddipet,Loam,Kharif,Medium,None,3,31.5,820,Cotton,High,Medium,High
Andhra Pradesh,Kakinada,Sandy,Kharif,Low,Jowar,0,26.5,518,Groundnut,Low,Medium,Medium
Andhra Pradesh,Vizianagaram,Sandy,Kharif,High,Cotton,3,27.7,799,Rice,Low,High,Medium
Maharashtra,Ratnagiri,Black,Kharif,Low,Cotton,6,24.1,2200,Cotton,Medium,Medium,High
Telangana,Siddipet,Loam,Kharif,Medium,Rice,2,29.9,668,Maize,High,Medium,Medium
Andhra Pradesh,Chittoor,Clay,Kharif,High,Rice,1,22.4,393,Rice,Low,High,Low
Telangana,Siddipet,Loam,Kharif,Low,Chilli,1,28.8,1096,Maize,Medium,Medium,Medium
Odisha,Angul,Red,Rabi,High,Maize,2,25.4,97,Ragi,Low,Medium,Low
Telangana,Jagtial,Sandy,Kharif,Low,Cotton,6,28.6,1019,Groundnut,Medium,Medium,High
Telangana,Jagtial,Black,Summer,Low,None,1,31.7,85,Onion,Medium,High,Medium
Andhra Pradesh,Prakasam,Loam,Kharif,Medium,Jowar,3,28.0,624,Rice,Low,High,Medium
Karnataka,Mandya,Sandy,Rabi,Low,Maize,1,19.4,164,Sunflower,Medium,Medium,Medium
Karnataka,Raichur,Loam,Rabi,Medium,Rice,2,27.0,60,Wheat,Medium,Medium,Low
Odisha,Dhenkanal,Black,Kharif,High,Jowar,4,27.0,1123,Rice,Low,High,Medium
Andhra Pradesh,Visakhapatnam,Red,Rabi,Low,None,3,24.0,223,Ragi,Low,Medium,Medium
Odisha,Sambalpur,Sandy,Summer,Medium,None,3,34.6,53,Maize,High,Medium,Medium
Karnataka,Haveri,Red,Kharif,High,Sunflower,2,23.4,480,Ragi,Low,Medium,Low
Tamil Nadu,Coimbatore,Loam,Rabi,Low,Rice,2,22.3,257,Wheat,Medium,Medium,Low
Andhra Pradesh,Tirupati,Red,Kharif,High,Maize,6,28.6,431,Cotton,High,Medium,Medium
Odisha,Sonepur,Sandy,Rabi,High,Sunflower,6,22.4,102,Wheat,Medium,Medium,Low
Telangana,Jangaon,Black,Kharif,Low,None,1,28.9,636,Cotton,High,Medium,High
Odisha,Jajpur,Loam,Kharif,Medium,Jowar,1,25.3,1097,Rice,Low,High,Medium
Andhra Pradesh,Vizianagaram,Black,Kharif,High,Maize,2,27.7,703,Cotton,High,Medium,High
Andhra Pradesh,Krishna,Clay,Summer,High,Rice,0,33.1,59,Banana,High,High,High
Odisha,Malkangiri,Loam,Kharif,Medium,None,2,25.3,982,Rice,Low,High,Medium
Odisha,Jajpur,Sandy,Kharif,Low,Jowar,13,27.1,1040,Groundnut,Low,High,Medium
Tamil Nadu,Vellore,Loam,Kharif,High,Ragi,1,29.0,232,Banana,High,High,High
Andhra Pradesh,Anakapalli,Black,Rabi,High,Rice,3,23.1,315,Wheat,Medium,Medium,Low
Odisha,Cuttack,Clay,Rabi,High,Groundnut,1,24.6,276,Wheat,Medium,Medium,Low
Tamil Nadu,Kanyakumari,Sandy,Kharif,High,Cotton,1,22.1,424,Rice,Low,High,Medium
Telangana,Mancherial,Loam,Summer,Low,Rice,1,36.2,22,Maize,High,Medium,Medium
Tamil Nadu,Salem,Black,Kharif,Medium,Turmeric,2,27.6,120,Cotton,High,Medium,Medium
Maharashtra,Parbhani,Clay,Rabi,High,Cotton,2,20.0,31,Wheat,Medium,Medium,Low
Maharashtra,Dhule,Clay,Rabi,Low,Chilli,1,20.4,28,Wheat,High,Medium,Low
Maharashtra,Pune,Sandy,Rabi,High,Cotton,3,21.0,47,Onion,Medium,High,Medium
Telangana,Karimnagar,Loam,Rabi,High,Chilli,0,20.4,60,Wheat,Medium,Medium,Low
Karnataka,Bangalore Urban,Sandy,Kharif,Medium,Maize,2,21.2,409,Groundnut,Low,Medium,Medium
Andhra Pradesh,Kurnool,Clay,Summer,High,None,2,36.7,51,Banana,High,High,High
Telangana,Warangal Rural,Sandy,Kharif,Low,Jowar,0,30.7,808,Cotton,High,Medium,High
Tamil Nadu,Tiruchirappalli,Red,Rabi,Medium,Chilli,2,27.3,236,Ragi,Low,Medium,Low
Andhra Pradesh,Tirupati,Clay,Summer,Medium,Sugarcane,1,34.3,83,Banana,High,High,High
Odisha,Sambalpur,Loam,Kharif,High,Soybean,2,27.4,910,Rice,Low,High,Medium
Telangana,Narayanpet,Sandy,Rabi,Low,Rice,5,23.8,24,Sunflower,Medium,Medium,Medium
Maharashtra,Nashik,Clay,Summer,Medium,Chilli,1,33.3,51,Onion,Medium,High,Medium
Andhra Pradesh,Visakhapatnam,Clay,Rabi,High,Groundnut,5,25.2,261,Rice,Low,High,High
Karnataka,Bellary,Sandy,Kharif,Medium,Sunflower,2,28.2,164,Groundnut,Low,Medium,Medium
Telangana,Medchal Malkajgiri,Sandy,Summer,Medium,None,3,33.6,90,Maize,High,Low,Medium
Tamil Nadu,Nagapattinam,Red,Summer,High,Cotton,1,28.7,171,Sugarcane,Medium,High,High
Telangana,Narayanpet,Clay,Kharif,Low,None,3,29.2,588,Cotton,High,Medium,High
Karnataka,Mandya,Black,Kharif,Low,Onion,5,21.3,663,Cotton,High,Medium,High
Odisha,Cuttack,Loam,Summer,Medium,Cotton,5,32.2,73,Maize,High,Medium,Low
Karnataka,Gadag,Clay,Summer,High,Soybean,1,36.7,73,Rice,Low,High,Medium
Telangana,Narayanpet,Loam,Kharif,High,Soybean,1,28.2,734,Rice,Low,Medium,Medium
Tamil Nadu,Karur,Black,Kharif,High,None,3,25.9,411,Cotton,High,Medium,High
Tamil Nadu,Thoothukudi,Black,Summer,High,Maize,1,38.4,64,Sugarcane,High,High,High
Maharashtra,Ahmednagar,Black,Rabi,High,Groundnut,4,24.5,22,Onion,Medium,High,Low
Karnataka,Chikkamagaluru,Sandy,Kharif,Medium,Rice,2,23.1,1468,Rice,Low,High,Medium
Maharashtra,Nanded,Clay,Summer,High,Soybean,1,35.5,57,Rice,Low,High,Medium
Andhra Pradesh,Anakapalli,Clay,Rabi,High,Cotton,2,21.0,260,Wheat,Medium,Medium,Low
Andhra Pradesh,West Godavari,Clay,Summer,High,Jowar,2,29.9,72,Banana,Medium,High,High
Maharashtra,Parbhani,Sandy,Kharif,High,Rice,2,29.3,646,Sugarcane,High,High,High
Andhra Pradesh,West Godavari,Sandy,Rabi,Low,Rice,1,27.2,139,Sunflower,Medium,Medium,High
Telangana,Warangal Rural,Red,Rabi,Medium,None,0,22.6,55,Sunflower,Medium,Medium,Low
Odisha,Bargarh,Clay,Summer,High,Soybean,1,33.9,104,Rice,Low,High,High
Maharashtra,Yavatmal,Sandy,Kharif,High,Maize,4,28.8,876,Sugarcane,High,High,High
Maharashtra,Nashik,Clay,Kharif,Medium,Groundnut,5,25.3,428,Cotton,High,Low,High
Odisha,Dhenkanal,Red,Kharif,Low,Cotton,4,29.7,911,Maize,High,Medium,Medium
Telangana,Nalgonda,Sandy,Kharif,Medium,Rice,3,26.1,595,Cotton,High,Medium,High
Odisha,Dhenkanal,Loam,Kharif,High,None,0,25.5,1381,Rice,Low,High,Medium
Telangana,Mulugu,Clay,Rabi,High,Groundnut,1,20.0,79,Turmeric,High,High,Low
Andhra Pradesh,Chittoor,Sandy,Rabi,Medium,None,2,22.8,160,Sunflower,High,Medium,Medium
Karnataka,Mysore,Red,Kharif,High,Jowar,2,23.1,414,Ragi,Low,Medium,Low
Tamil Nadu,Namakkal,Black,Summer,Medium,None,1,32.1,166,Onion,Medium,High,Medium
Andhra Pradesh,Guntur,Clay,Rabi,Medium,Groundnut,1,26.2,253,Wheat,Medium,Medium,Low
Maharashtra,Aurangabad,Sandy,Kharif,Medium,None,5,26.6,511,Cotton,High,Medium,Medium
Maharashtra,Dhule,Red,Kharif,Low,None,1,26.7,483,Cotton,High,Medium,High
Andhra Pradesh,Kakinada,Red,Summer,High,Maize,2,34.8,111,Rice,Low,High,Low
Maharashtra,Beed,Clay,Rabi,High,Groundnut,1,19.3,17,Wheat,Medium,Medium,Low
Odisha,Cuttack,Clay,Kharif,Low,Rice,2,29.7,1054,Rice,Low,High,Medium
Maharashtra,Solapur,Loam,Summer,Low,Ragi,2,34.8,29,Onion,Medium,Medium,High
Telangana,Karimnagar,Black,Rabi,Low,Chilli,5,23.6,42,Jowar,Medium,Medium,Low
Andhra Pradesh,Chittoor,Black,Summer,Low,Chilli,3,32.4,97,Onion,Medium,High,Low
Tamil Nadu,Pudukkottai,Red,Kharif,Low,Groundnut,5,27.9,700,Groundnut,Low,Medium,Medium
Telangana,Suryapet,Loam,Kharif,Low,Rice,6,24.3,697,Cotton,High,Medium,High
Odisha,Cuttack,Black,Summer,Medium,Cotton,1,29.9,111,Onion,Medium,High,Low
Karnataka,Chamarajanagar,Loam,Rabi,Medium,Rice,2,18.0,69,Wheat,Medium,Medium,Low
Andhra Pradesh,Kurnool,Loam,Kharif,Medium,Cotton,1,29.0,371,Rice,Low,High,Medium
Karnataka,Hassan,Clay,Kharif,Medium,Cotton,2,22.7,569,Rice,Medium,Medium,Medium
Odisha,Keonjhar,Red,Kharif,High,Groundnut,1,27.7,1363,Rice,Low,Medium,Medium
Tamil Nadu,Namakkal,Black,Kharif,Low,Cotton,1,26.9,347,Cotton,High,Low,High
Karnataka,Dharwad,Black,Kharif,High,None,2,22.1,787,Sugarcane,High,High,High
Telangana,Khammam,Clay,Rabi,Low,None,3,26.4,73,Jowar,Low,Medium,Low
Maharashtra,Nagpur,Clay,Rabi,Medium,None,10,20.7,28,Wheat,Medium,Low,Low
Tamil Nadu,Perambalur,Clay,Kharif,Medium,Sugarcane,0,26.3,447,Turmeric,High,High,Low
Tamil Nadu,Perambalur,Black,Kharif,High,Sugarcane,2,26.7,506,Cotton,High,Medium,High
Tamil Nadu,Cuddalore,Sandy,Kharif,Medium,Soybean,1,28.0,712,Groundnut,Low,Medium,Medium
Odisha,Khordha,Black,Summer,High,Rice,2,28.3,82,Onion,Low,High,Medium
Karnataka,Shimoga,Sandy,Kharif,Medium,Chilli,0,19.8,1094,Groundnut,Medium,Medium,Medium
Maharashtra,Aurangabad,Black,Kharif,Medium,Cotton,1,23.9,452,Cotton,High,Medium,High
Tamil Nadu,Thoothukudi,Red,Summer,Low,Bajra,1,30.2,51,Onion,Medium,High,Medium
Maharashtra,Ratnagiri,Black,Summer,High,Chilli,3,30.6,54,Onion,Medium,High,Medium
Odisha,Ganjam,Sandy,Rabi,Low,Jowar,2,25.0,115,Ragi,Low,Low,Low
Maharashtra,Ratnagiri,Black,Summer,Medium,Cotton,2,32.7,68,Onion,Medium,High,Medium
Maharashtra,Pune,Loam,Rabi,High,Cotton,5,18.0,50,Wheat,High,Medium,Low
Telangana,Narayanpet,Black,Summer,Medium,Rice,3,35.0,52,Maize,High,Medium,High
Tamil Nadu,Karur,Red,Rabi,Medium,None,2,25.6,119,Ragi,Low,High,Low
Tamil Nadu,Erode,Loam,Summer,High,Sugarcane,2,32.8,129,Banana,High,High,High
Maharashtra,Akola,Red,Kharif,Low,Jowar,7,26.0,987,Cotton,High,High,High
Odisha,Puri,Red,Kharif,Low,Jowar,5,28.1,712,Cotton,Medium,Medium,High
Telangana,Nalgonda,Black,Kharif,High,Rice,3,25.8,824,Cotton,High,Medium,High
Karnataka,Chamarajanagar,Loam,Kharif,Medium,None,2,21.9,497,Maize,High,Medium,Medium
Karnataka,Chikkamagaluru,Clay,Summer,Low,Soybean,3,24.5,147,Maize,High,Medium,Medium
Telangana,Warangal Urban,Sandy,Kharif,High,Maize,4,28.6,542,Rice,Low,High,Medium
Tamil Nadu,Tiruvarur,Clay,Kharif,Medium,Rice,2,29.3,490,Turmeric,High,High,Low
Telangana,Suryapet,Clay,Kharif,Medium,Rice,2,28.9,677,Turmeric,High,High,Low
Maharashtra,Yavatmal,Clay,Rabi,Medium,Soybean,2,21.6,18,Wheat,Medium,Medium,Low
Maharashtra,Ratnagiri,Clay,Rabi,High,Groundnut,5,23.0,43,Wheat,Medium,Medium,Low
Karnataka,Belgaum,Sandy,Kharif,Medium,Bajra,2,22.8,878,Groundnut,Low,Medium,Medium
Karnataka,Chitradurga,Loam,Rabi,High,Chilli,3,18.2,91,Wheat,High,Medium,Low
Andhra Pradesh,Prakasam,Red,Kharif,Low,None,6,28.9,628,Cotton,High,High,High
Maharashtra,Solapur,Sandy,Kharif,Medium,Onion,2,24.8,371,Cotton,High,Medium,High
Odisha,Dhenkanal,Loam,Kharif,Medium,Sunflower,3,27.4,1070,Rice,Low,High,Low
Tamil Nadu,Karur,Red,Summer,High,Chilli,3,31.9,103,Sugarcane,High,High,High
Tamil Nadu,Thanjavur,Red,Kharif,Medium,Maize,2,31.7,416,Chilli,Medium,High,Medium
Andhra Pradesh,Tirupati,Black,Kharif,Medium,Cotton,12,26.1,561,Cotton,High,Medium,High
Karnataka,Tumkur,Loam,Kharif,Low,Rice,6,25.6,486,Cotton,High,Medium,High
Andhra Pradesh,Kakinada,Red,Kharif,Low,None,1,30.2,807,Cotton,High,Medium,High
Karnataka,Chamarajanagar,Sandy,Summer,Medium,Cotton,1,31.2,162,Onion,Low,High,Medium
Telangana,Peddapalli,Black,Kharif,High,Jowar,4,30.3,1263,Rice,Low,High,Medium
Telangana,Rangareddy,Loam,Kharif,Low,Onion,4,26.6,932,Maize,High,Medium,Low
Karnataka,Chitradurga,Sandy,Kharif,Medium,Rice,3,23.1,715,Groundnut,Low,Low,Medium
Andhra Pradesh,Chittoor,Sandy,Summer,High,Maize,1,32.4,116,Rice,Low,High,Medium
Tamil Nadu,Erode,Clay,Summer,Low,None,5,35.9,105,Banana,High,Medium,High
Odisha,Rayagada,Loam,Kharif,High,Rice,1,26.6,888,Rice,Low,Medium,Medium
Andhra Pradesh,Krishna,Loam,Rabi,Low,None,1,25.8,96,Sunflower,Medium,Medium,Medium
Telangana,Sangareddy,Sandy,Kharif,High,Jowar,4,25.1,385,Rice,Low,Medium,High
Tamil Nadu,Vellore,Red,Kharif,Low,Onion,3,27.8,388,Ragi,Medium,High,Low
Maharashtra,Akola,Loam,Kharif,High,Rice,4,25.1,678,Rice,Low,High,Medium
Odisha,Boudh,Sandy,Kharif,Low,Jowar,2,22.9,1112,Groundnut,Medium,Medium,Medium
Tamil Nadu,Vellore,Black,Kharif,High,Ragi,2,26.7,348,Cotton,High,Medium,High
Andhra Pradesh,Visakhapatnam,Black,Kharif,Low,None,3,27.1,536,Cotton,High,High,High
Telangana,Vikarabad,Black,Kharif,Medium,Sunflower,1,28.6,749,Cotton,High,Medium,Medium
Odisha,Puri,Red,Kharif,Low,Chilli,2,28.6,616,Cotton,High,Medium,Medium
Karnataka,Udupi,Loam,Summer,High,Rice,3,29.4,170,Banana,High,High,High
Telangana,Bhadradri Kothagudem,Red,Kharif,Medium,None,3,33.8,992,Maize,High,Medium,Medium
Karnataka,Bellary,Sandy,Rabi,Low,Chilli,2,21.2,35,Sunflower,Medium,Medium,Low
Telangana,Mancherial,Red,Rabi,Low,Sugarcane,2,21.8,32,Sunflower,Low,Medium,Medium
Odisha,Angul,Red,Kharif,High,Onion,2,27.7,621,Rice,Low,High,Medium
Odisha,Nayagarh,Clay,Kharif,Medium,Rice,2,26.6,880,Rice,Low,High,High
Andhra Pradesh,Anantapur,Loam,Kharif,Medium,None,5,28.8,512,Rice,Medium,High,Medium
Maharashtra,Buldhana,Sandy,Kharif,Medium,Jowar,3,26.6,619,Cotton,High,Medium,High
Odisha,Keonjhar,Clay,Rabi,Low,Bajra,3,20.8,80,Ragi,Low,Medium,Low
Telangana,Vikarabad,Clay,Rabi,Medium,Cotton,3,23.1,49,Wheat,Medium,Medium,Low
Andhra Pradesh,Chittoor,Loam,Kharif,Low,Chilli,1,28.1,588,Cotton,High,Low,High
Odisha,Nayagarh,Black,Kharif,Medium,None,1,29.7,689,Cotton,High,Medium,High
Karnataka,Mysore,Clay,Kharif,Medium,Sugarcane,4,21.6,349,Ragi,Low,Medium,Medium
Odisha,Jajpur,Black,Kharif,Medium,None,3,27.9,1399,Cotton,High,Low,High
Karnataka,Tumkur,Black,Kharif,Low,Groundnut,1,25.6,506,Cotton,High,Medium,High
Maharashtra,Kolhapur,Sandy,Summer,Low,Jowar,3,30.3,49,Onion,Medium,High,Medium
Karnataka,Koppal,Sandy,Kharif,Medium,Cotton,4,28.3,218,Groundnut,Low,Medium,Medium
Telangana,Warangal Urban,Sandy,Kharif,Low,Sugarcane,3,29.0,442,Cotton,Medium,Medium,High
Karnataka,Bangalore Urban,Black,Kharif,High,None,4,22.1,334,Cotton,High,Medium,High
Odisha,Jajpur,Loam,Kharif,Medium,Cotton,3,30.1,1033,Rice,Low,High,High
Odisha,Dhenkanal,Black,Kharif,High,Jowar,4,24.5,1251,Rice,Low,High,Low
Maharashtra,Kolhapur,Sandy,Kharif,Low,Groundnut,2,21.9,687,Cotton,High,Medium,High
Telangana,Warangal Rural,Clay,Kharif,Low,Jowar,0,29.7,512,Cotton,High,Medium,High
Telangana,Mahabubnagar,Clay,Kharif,High,None,0,31.1,574,Rice,Low,High,Low
Karnataka,Udupi,Red,Kharif,Low,Maize,2,22.3,2200,Ragi,Low,Medium,Low
Tamil Nadu,Tirunelveli,Red,Rabi,High,Cotton,1,23.6,235,Ragi,Low,Low,Low
Karnataka,Haveri,Black,Summer,Low,Cotton,4,30.0,66,Maize,High,Medium,Low
Tamil Nadu,Tirunelveli,Black,Rabi,Medium,Jowar,5,27.3,320,Chilli,Medium,High,Medium
Maharashtra,Latur,Red,Kharif,Medium,None,8,26.8,719,Cotton,High,Medium,High
Telangana,Nirmal,Clay,Summer,Medium,Maize,5,35.8,67,Maize,High,Medium,High
Andhra Pradesh,Vizianagaram,Clay,Kharif,Medium,Onion,1,29.6,556,Rice,Low,High,Medium
Tamil Nadu,Pudukkottai,Loam,Rabi,Low,Chilli,3,24.3,263,Wheat,Medium,Medium,Medium
Odisha,Balasore,Red,Kharif,Low,Sunflower,2,28.6,1303,Ragi,Low,Medium,Low
Andhra Pradesh,Kakinada,Black,Kharif,Medium,Maize,6,24.9,1190,Cotton,High,Low,High
Karnataka,Koppal,Loam,Summer,Low,Sunflower,1,37.2,53,Maize,High,Medium,Medium
Odisha,Koraput,Loam,Kharif,High,None,3,24.0,1173,Rice,Medium,High,High
Maharashtra,Osmanabad,Red,Summer,Low,Jowar,3,35.8,38,Onion,Medium,High,Medium
Maharashtra,Ahmednagar,Loam,Rabi,High,Cotton,3,16.6,27,Wheat,Medium,Medium,Low
Odisha,Boudh,Red,Rabi,Low,Maize,0,21.2,77,Ragi,Low,Medium,Low
Odisha,Cuttack,Clay,Rabi,Medium,Ragi,1,24.8,204,Wheat,Medium,Medium,Low
Maharashtra,Solapur,Black,Rabi,High,Rice,2,22.2,27,Onion,Medium,High,Medium
Maharashtra,Parbhani,Clay,Summer,High,Maize,3,37.9,54,Banana,High,Medium,High
Odisha,Gajapati,Black,Rabi,Medium,Rice,3,20.2,52,Onion,Medium,High,Medium
Telangana,Narayanpet,Black,Kharif,Low,Ragi,2,25.8,653,Cotton,High,Medium,High
Odisha,Gajapati,Sandy,Rabi,Medium,Rice,2,19.3,58,Sunflower,Medium,Medium,Medium
Tamil Nadu,Virudhunagar,Black,Rabi,High,Rice,1,23.7,241,Wheat,Medium,Medium,Low
Karnataka,Davangere,Loam,Kharif,High,Rice,4,24.2,572,Rice,Medium,High,Medium
Andhra Pradesh,Guntur,Sandy,Rabi,Medium,Rice,0,26.4,145,Sunflower,Medium,Medium,Medium
Karnataka,Bidar,Red,Rabi,Medium,Sugarcane,1,20.2,37,Ragi,Low,Medium,Low
Karnataka,Mysore,Clay,Kharif,High,Rice,2,24.4,288,Rice,Low,High,High
Tamil Nadu,Cuddalore,Black,Kharif,High,Rice,2,24.2,655,Cotton,High,Medium,High
Tamil Nadu,Madurai,Loam,Rabi,High,Banana,3,22.4,288,Wheat,Medium,Medium,Low
Karnataka,Mysore,Clay,Kharif,Medium,Soybean,4,23.2,394,Ragi,Medium,High,Low
Telangana,Mancherial,Clay,Kharif,Medium,None,5,29.2,816,Turmeric,High,High,Low
Karnataka,Raichur,Black,Kharif,Low,Chilli,3,29.5,224,Cotton,High,Medium,High
Tamil Nadu,Dindigul,Clay,Kharif,Low,Rice,1,24.5,351,Turmeric,High,High,Low
